Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
21	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-665B.yaml --json results/1c/ddr5/champsim/605.mcf_s-665B.json traces/605.mcf_s-665B.champsimtrace.xz
22	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-782B.yaml --json results/1c/ddr5/champsim/605.mcf_s-782B.json traces/605.mcf_s-782B.champsimtrace.xz
23	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/605.mcf_s-994B.yaml --json results/1c/ddr5/champsim/605.mcf_s-994B.json traces/605.mcf_s-994B.champsimtrace.xz
24	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-2421B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-2421B.json traces/607.cactuBSSN_s-2421B.champsimtrace.xz
25	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-3477B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-3477B.json traces/607.cactuBSSN_s-3477B.champsimtrace.xz
26	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-4004B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-4004B.json traces/607.cactuBSSN_s-4004B.champsimtrace.xz
27	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/607.cactuBSSN_s-4248B.yaml --json results/1c/ddr5/champsim/607.cactuBSSN_s-4248B.json traces/607.cactuBSSN_s-4248B.champsimtrace.xz
28	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-2676B.yaml --json results/1c/ddr5/champsim/619.lbm_s-2676B.json traces/619.lbm_s-2676B.champsimtrace.xz
29	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-2677B.yaml --json results/1c/ddr5/champsim/619.lbm_s-2677B.json traces/619.lbm_s-2677B.champsimtrace.xz
30	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-3766B.yaml --json results/1c/ddr5/champsim/619.lbm_s-3766B.json traces/619.lbm_s-3766B.champsimtrace.xz
31	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/619.lbm_s-4268B.yaml --json results/1c/ddr5/champsim/619.lbm_s-4268B.json traces/619.lbm_s-4268B.champsimtrace.xz
32	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/620.omnetpp_s-141B.yaml --json results/1c/ddr5/champsim/620.omnetpp_s-141B.json traces/620.omnetpp_s-141B.champsimtrace.xz
33	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/620.omnetpp_s-874B.yaml --json results/1c/ddr5/champsim/620.omnetpp_s-874B.json traces/620.omnetpp_s-874B.champsimtrace.xz
34	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/621.wrf_s-575B.yaml --json results/1c/ddr5/champsim/621.wrf_s-575B.json traces/621.wrf_s-575B.champsimtrace.xz
35	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/621.wrf_s-6673B.yaml --json results/1c/ddr5/champsim/621.wrf_s-6673B.json traces/621.wrf_s-6673B.champsimtrace.xz
36	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/621.wrf_s-8065B.yaml --json results/1c/ddr5/champsim/621.wrf_s-8065B.json traces/621.wrf_s-8065B.champsimtrace.xz
37	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/621.wrf_s-8100B.yaml --json results/1c/ddr5/champsim/621.wrf_s-8100B.json traces/621.wrf_s-8100B.champsimtrace.xz
38	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-10B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-10B.json traces/623.xalancbmk_s-10B.champsimtrace.xz
39	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-165B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-165B.json traces/623.xalancbmk_s-165B.champsimtrace.xz
40	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-202B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-202B.json traces/623.xalancbmk_s-202B.champsimtrace.xz
41	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-325B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-325B.json traces/623.xalancbmk_s-325B.champsimtrace.xz
42	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-592B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-592B.json traces/623.xalancbmk_s-592B.champsimtrace.xz
43	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/623.xalancbmk_s-700B.yaml --json results/1c/ddr5/champsim/623.xalancbmk_s-700B.json traces/623.xalancbmk_s-700B.champsimtrace.xz
44	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-12B.yaml --json results/1c/ddr5/champsim/625.x264_s-12B.json traces/625.x264_s-12B.champsimtrace.xz
45	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-18B.yaml --json results/1c/ddr5/champsim/625.x264_s-18B.json traces/625.x264_s-18B.champsimtrace.xz
46	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-20B.yaml --json results/1c/ddr5/champsim/625.x264_s-20B.json traces/625.x264_s-20B.champsimtrace.xz
47	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-33B.yaml --json results/1c/ddr5/champsim/625.x264_s-33B.json traces/625.x264_s-33B.champsimtrace.xz
48	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/625.x264_s-39B.yaml --json results/1c/ddr5/champsim/625.x264_s-39B.json traces/625.x264_s-39B.champsimtrace.xz
49	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/627.cam4_s-490B.yaml --json results/1c/ddr5/champsim/627.cam4_s-490B.json traces/627.cam4_s-490B.champsimtrace.xz
50	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/627.cam4_s-573B.yaml --json results/1c/ddr5/champsim/627.cam4_s-573B.json traces/627.cam4_s-573B.champsimtrace.xz
51	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/628.pop2_s-17B.yaml --json results/1c/ddr5/champsim/628.pop2_s-17B.json traces/628.pop2_s-17B.champsimtrace.xz
52	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/631.deepsjeng_s-928B.yaml --json results/1c/ddr5/champsim/631.deepsjeng_s-928B.json traces/631.deepsjeng_s-928B.champsimtrace.xz
53	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-10316B.yaml --json results/1c/ddr5/champsim/638.imagick_s-10316B.json traces/638.imagick_s-10316B.champsimtrace.xz
54	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-4128B.yaml --json results/1c/ddr5/champsim/638.imagick_s-4128B.json traces/638.imagick_s-4128B.champsimtrace.xz
55	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/638.imagick_s-824B.yaml --json results/1c/ddr5/champsim/638.imagick_s-824B.json traces/638.imagick_s-824B.champsimtrace.xz
56	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-1052B.yaml --json results/1c/ddr5/champsim/641.leela_s-1052B.json traces/641.leela_s-1052B.champsimtrace.xz
57	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-1083B.yaml --json results/1c/ddr5/champsim/641.leela_s-1083B.json traces/641.leela_s-1083B.champsimtrace.xz
58	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-149B.yaml --json results/1c/ddr5/champsim/641.leela_s-149B.json traces/641.leela_s-149B.champsimtrace.xz
59	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-334B.yaml --json results/1c/ddr5/champsim/641.leela_s-334B.json traces/641.leela_s-334B.champsimtrace.xz
60	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-602B.yaml --json results/1c/ddr5/champsim/641.leela_s-602B.json traces/641.leela_s-602B.champsimtrace.xz
61	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-800B.yaml --json results/1c/ddr5/champsim/641.leela_s-800B.json traces/641.leela_s-800B.champsimtrace.xz
62	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/641.leela_s-862B.yaml --json results/1c/ddr5/champsim/641.leela_s-862B.json traces/641.leela_s-862B.champsimtrace.xz
63	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-12459B.yaml --json results/1c/ddr5/champsim/644.nab_s-12459B.json traces/644.nab_s-12459B.champsimtrace.xz
64	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-12521B.yaml --json results/1c/ddr5/champsim/644.nab_s-12521B.json traces/644.nab_s-12521B.champsimtrace.xz
65	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-5853B.yaml --json results/1c/ddr5/champsim/644.nab_s-5853B.json traces/644.nab_s-5853B.champsimtrace.xz
66	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-7928B.yaml --json results/1c/ddr5/champsim/644.nab_s-7928B.json traces/644.nab_s-7928B.champsimtrace.xz
67	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/644.nab_s-9322B.yaml --json results/1c/ddr5/champsim/644.nab_s-9322B.json traces/644.nab_s-9322B.champsimtrace.xz
68	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1227B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1227B.json traces/648.exchange2_s-1227B.champsimtrace.xz
69	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1247B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1247B.json traces/648.exchange2_s-1247B.champsimtrace.xz
70	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1511B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1511B.json traces/648.exchange2_s-1511B.champsimtrace.xz
71	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1699B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1699B.json traces/648.exchange2_s-1699B.champsimtrace.xz
72	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-1712B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-1712B.json traces/648.exchange2_s-1712B.champsimtrace.xz
73	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-210B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-210B.json traces/648.exchange2_s-210B.champsimtrace.xz
74	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-353B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-353B.json traces/648.exchange2_s-353B.champsimtrace.xz
75	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-387B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-387B.json traces/648.exchange2_s-387B.champsimtrace.xz
76	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-584B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-584B.json traces/648.exchange2_s-584B.champsimtrace.xz
77	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/648.exchange2_s-72B.yaml --json results/1c/ddr5/champsim/648.exchange2_s-72B.json traces/648.exchange2_s-72B.champsimtrace.xz
78	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-10881B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-10881B.json traces/649.fotonik3d_s-10881B.champsimtrace.xz
79	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-1176B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-1176B.json traces/649.fotonik3d_s-1176B.champsimtrace.xz
80	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-1B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-1B.json traces/649.fotonik3d_s-1B.champsimtrace.xz
81	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-7084B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-7084B.json traces/649.fotonik3d_s-7084B.champsimtrace.xz
82	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/649.fotonik3d_s-8225B.yaml --json results/1c/ddr5/champsim/649.fotonik3d_s-8225B.json traces/649.fotonik3d_s-8225B.champsimtrace.xz
83	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1007B.yaml --json results/1c/ddr5/champsim/654.roms_s-1007B.json traces/654.roms_s-1007B.champsimtrace.xz
84	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1021B.yaml --json results/1c/ddr5/champsim/654.roms_s-1021B.json traces/654.roms_s-1021B.champsimtrace.xz
85	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1070B.yaml --json results/1c/ddr5/champsim/654.roms_s-1070B.json traces/654.roms_s-1070B.champsimtrace.xz
86	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1390B.yaml --json results/1c/ddr5/champsim/654.roms_s-1390B.json traces/654.roms_s-1390B.champsimtrace.xz
87	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-1613B.yaml --json results/1c/ddr5/champsim/654.roms_s-1613B.json traces/654.roms_s-1613B.champsimtrace.xz
88	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-293B.yaml --json results/1c/ddr5/champsim/654.roms_s-293B.json traces/654.roms_s-293B.champsimtrace.xz
89	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-294B.yaml --json results/1c/ddr5/champsim/654.roms_s-294B.json traces/654.roms_s-294B.champsimtrace.xz
90	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-523B.yaml --json results/1c/ddr5/champsim/654.roms_s-523B.json traces/654.roms_s-523B.champsimtrace.xz
91	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/654.roms_s-842B.yaml --json results/1c/ddr5/champsim/654.roms_s-842B.json traces/654.roms_s-842B.champsimtrace.xz
92	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-2302B.yaml --json results/1c/ddr5/champsim/657.xz_s-2302B.json traces/657.xz_s-2302B.champsimtrace.xz
93	:	1700000000.000	10.000	0	0	0	0	./bin/champsim_goldencove_1c_ddr5 --warmup-instructions 200000000 --ramulator-stats results/1c/ddr5/ramulator/657.xz_s-3167B.yaml --json results/1c/ddr5/champsim/657.xz_s-3167B.json traces/657.xz_s-3167B.champsimtrace.xz
